# step, loss_train, loss_test, metrics_test
2.900000000000000000e+04 2.070560492575168610e-02 2.312856959179043770e-03 2.068523317575454712e-02 2.296375809237360954e-03
3.000000000000000000e+04 1.546946633607149124e-02 9.023656602948904037e-04 1.544557977467775345e-02 8.810607832856476307e-04
3.100000000000000000e+04 1.570200547575950623e-02 9.390537743456661701e-04 1.567729003727436066e-02 9.157372987829148769e-04
3.200000000000000000e+04 1.573256962001323700e-02 1.920110196806490421e-03 1.570682972669601440e-02 1.896724104881286621e-03
3.300000000000000000e+04 1.499920152127742767e-02 1.193860895000398159e-03 1.497466117143630981e-02 1.165848923847079277e-03
3.400000000000000000e+04 1.581692509353160858e-02 1.360894879326224327e-03 1.579258963465690613e-02 1.332437852397561073e-03
3.500000000000000000e+04 1.752275414764881134e-02 2.136407187208533287e-03 1.750227808952331543e-02 2.106357365846633911e-03
3.600000000000000000e+04 3.559818491339683533e-02 4.801315255463123322e-03 3.559072688221931458e-02 4.758319817483425140e-03
3.700000000000000000e+04 1.496328599750995636e-02 1.251012668944895267e-03 1.493857707828283310e-02 1.219818950630724430e-03
3.800000000000000000e+04 1.496494654566049576e-02 1.204355387017130852e-03 1.494011282920837402e-02 1.173174590803682804e-03
3.900000000000000000e+04 1.852587610483169556e-02 2.744246972724795341e-03 1.850469410419464111e-02 2.710966160520911217e-03
4.000000000000000000e+04 2.108888328075408936e-02 2.089444547891616821e-03 2.106976136565208435e-02 2.059071324765682220e-03
4.100000000000000000e+04 1.562770456075668335e-02 1.790162175893783569e-03 1.560474932193756104e-02 1.755469129420816898e-03
4.200000000000000000e+04 1.491003111004829407e-02 1.307915663346648216e-03 1.488573942333459854e-02 1.275224029086530209e-03
4.300000000000000000e+04 1.500029861927032471e-02 1.452776370570063591e-03 1.497565954923629761e-02 1.419441192410886288e-03
4.400000000000000000e+04 1.672116108238697052e-02 1.878204173408448696e-03 1.669137738645076752e-02 1.844431390054523945e-03
4.500000000000000000e+04 1.506138779222965240e-02 1.362946117296814919e-03 1.503674779087305069e-02 1.330040278844535351e-03
4.600000000000000000e+04 3.814336284995079041e-02 4.887377843260765076e-03 3.814116865396499634e-02 4.844389390200376511e-03
4.700000000000000000e+04 1.941228099167346954e-02 2.526415744796395302e-03 1.938862167298793793e-02 2.496478846296668053e-03
4.800000000000000000e+04 2.549998834729194641e-02 2.944579115137457848e-03 2.548773959279060364e-02 2.906438196077942848e-03
4.900000000000000000e+04 3.395723924040794373e-02 2.758101094514131546e-03 3.394265472888946533e-02 2.730696694925427437e-03
5.000000000000000000e+04 1.460423693060874939e-02 2.273024991154670715e-03 1.458019856363534927e-02 2.240253379568457603e-03
5.000000000000000000e+04 1.460423693060874939e-02 2.273024991154670715e-03 1.458019856363534927e-02 2.240253379568457603e-03
5.003200000000000000e+04 1.480121258646249771e-02 1.287328545004129410e-03 1.477669551968574524e-02 1.254803617484867573e-03
